Date,High,Low,Open,Close,Volume,Adj Close
2021-01-14,280.489990234375,268.0,269.489990234375,280.2900085449219,1520400,280.2900085449219
2021-01-15,282.6000061035156,275.42999267578125,280.0,275.8399963378906,1765000,275.8399963378906
2021-01-19,282.42999267578125,272.57000732421875,276.75,273.8399963378906,1213900,273.8399963378906
2021-01-20,274.5400085449219,267.6700134277344,274.30999755859375,270.2799987792969,1293300,270.2799987792969
2021-01-21,270.67999267578125,267.7699890136719,270.25,270.1199951171875,806500,270.1199951171875
2021-01-22,272.7099914550781,268.4800109863281,270.3399963378906,269.44000244140625,691100,269.44000244140625
2021-01-25,277.0199890136719,271.0,271.7900085449219,275.5400085449219,806800,275.5400085449219
2021-01-26,275.75,268.2900085449219,274.5,271.6700134277344,777200,271.6700134277344
2021-01-27,268.6600036621094,262.989990234375,267.70001220703125,265.1499938964844,1116300,265.1499938964844
2021-01-28,270.8900146484375,264.7699890136719,265.1300048828125,267.8699951171875,979600,267.8699951171875
2021-01-29,296.3800048828125,281.510009765625,294.42999267578125,282.6099853515625,4789400,282.6099853515625
2021-02-01,284.75,274.7200012207031,283.20001220703125,278.4599914550781,1445700,278.4599914550781
2021-02-02,282.5,276.8299865722656,281.29998779296875,277.7200012207031,1194000,277.7200012207031
2021-02-03,278.54998779296875,262.0799865722656,269.989990234375,263.25,2521700,263.25
2021-02-04,270.3900146484375,260.9700012207031,262.1600036621094,267.3900146484375,1663200,267.3900146484375
2021-02-05,268.1400146484375,263.8900146484375,268.1400146484375,265.0899963378906,1061000,265.0899963378906
2021-02-08,270.1700134277344,265.0,266.55999755859375,268.92999267578125,1045900,268.92999267578125
2021-02-09,269.3900146484375,265.8999938964844,268.2300109863281,269.30999755859375,749600,269.30999755859375
2021-02-10,277.25,268.4599914550781,271.45001220703125,275.0,1353800,275.0
2021-02-11,282.75,276.69000244140625,278.510009765625,278.80999755859375,1214200,278.80999755859375
2021-02-12,280.2200012207031,274.8299865722656,278.1199951171875,278.0299987792969,1033900,278.0299987792969
2021-02-16,283.0,275.0,275.0,279.32000732421875,1303600,279.32000732421875
2021-02-17,280.05999755859375,273.70001220703125,276.07000732421875,276.6700134277344,960300,276.6700134277344
2021-02-18,277.9700012207031,272.0,274.8500061035156,275.8999938964844,933000,275.8999938964844
2021-02-19,281.45001220703125,275.8599853515625,278.5400085449219,278.3500061035156,1254000,278.3500061035156
2021-02-22,288.0799865722656,274.5299987792969,276.05999755859375,284.6300048828125,1397700,284.6300048828125
2021-02-23,284.8699951171875,275.6700134277344,281.989990234375,279.0799865722656,1306200,279.0799865722656
2021-02-24,285.7099914550781,276.67999267578125,278.75,282.739990234375,889300,282.739990234375
