Date,High,Low,Open,Close,Volume,Adj Close
2021-01-14,160.82000732421875,159.17999267578125,159.17999267578125,159.4600067138672,2028100.0,158.77981567382812
2021-01-15,159.05999755859375,155.52999877929688,158.02999877929688,157.75,2338000.0,157.0771026611328
2021-01-19,160.97000122070312,158.3000030517578,158.4600067138672,160.5399932861328,2992100.0,159.85519409179688
2021-01-20,162.97999572753906,159.5800018310547,161.42999267578125,159.8300018310547,2296100.0,159.14822387695312
2021-01-21,160.92999267578125,157.55999755859375,160.61000061035156,159.2899932861328,2469500.0,158.6105194091797
2021-01-22,158.94000244140625,155.4199981689453,157.72999572753906,155.5800018310547,3147200.0,154.91635131835938
2021-01-25,157.2899932861328,152.49000549316406,157.0,153.72000122070312,3697100.0,153.0642852783203
2021-01-26,155.52999877929688,152.02999877929688,153.92999267578125,154.94000244140625,2329100.0,154.27908325195312
2021-01-27,152.82000732421875,146.75,151.08999633789062,147.47999572753906,5644400.0,146.8509063720703
2021-01-28,151.86000061035156,148.4499969482422,150.3699951171875,149.2100067138672,4352000.0,148.5735321044922
2021-01-29,149.52999877929688,146.64999389648438,148.5800018310547,147.3300018310547,3512700.0,146.70155334472656
2021-02-01,152.25999450683594,147.32000732421875,148.33999633789062,151.8800048828125,2958500.0,151.23214721679688
2021-02-02,154.25,150.99000549316406,153.02000427246094,151.8699951171875,2536500.0,151.22218322753906
2021-02-03,152.41000366210938,147.4600067138672,152.0,147.5800018310547,2703600.0,146.9504852294922
2021-02-04,150.64999389648438,147.0,147.8300018310547,150.52000427246094,2027600.0,149.87794494628906
2021-02-05,151.92999267578125,148.61000061035156,151.72000122070312,148.75999450683594,2169300.0,148.1254425048828
2021-02-08,153.3000030517578,148.75999450683594,150.16000366210938,153.1999969482422,2295700.0,152.5465087890625
2021-02-09,153.50999450683594,151.72999572753906,152.6999969482422,152.85000610351562,1689300.0,152.19801330566406
2021-02-10,154.7899932861328,151.60000610351562,154.6999969482422,153.22999572753906,1761800.0,152.5763702392578
2021-02-11,159.00999450683594,154.61000061035156,154.61000061035156,158.8000030517578,2981500.0,158.12261962890625
2021-02-12,161.39999389648438,157.91000366210938,158.99000549316406,160.77999877929688,2387900.0,160.09417724609375
2021-02-16,163.9499969482422,160.36000061035156,162.85000610351562,160.49000549316406,3172400.0,159.805419921875
2021-02-17,162.11000061035156,155.0,157.14999389648438,159.75,3815900.0,159.06857299804688
2021-02-18,158.77000427246094,155.66000366210938,157.94000244140625,158.08999633789062,3807700.0,157.4156494140625
2021-02-19,164.39999389648438,160.0,160.6300048828125,163.8000030517578,2944000.0,163.10130310058594
2021-02-22,163.41000366210938,158.47000122070312,162.30999755859375,159.24000549316406,3510200.0,158.5607452392578
2021-02-23,158.6699981689453,153.30999755859375,157.36000061035156,157.6999969482422,3022200.0,157.02731323242188
2021-02-24,161.9199981689453,155.16000366210938,156.52000427246094,161.75999450683594,2748700.0,161.0699920654297
2021-02-25,160.14999389648438,153.2899932861328,158.6999969482422,153.67999267578125,3282600.0,153.67999267578125
2021-02-26,157.75,152.25999450683594,156.55999755859375,155.82000732421875,5574200.0,155.82000732421875
2021-03-01,158.77999877929688,155.02999877929688,157.0800018310547,158.58999633789062,3385500.0,158.58999633789062
2021-03-02,159.41000366210938,154.02999877929688,159.41000366210938,154.2899932861328,3016500.0,154.2899932861328
2021-03-03,155.0,149.52000427246094,153.1699981689453,149.94000244140625,2665700.0,149.94000244140625
2021-03-04,149.58999633789062,142.25,149.19000244140625,144.52000427246094,4870000.0,144.52000427246094
2021-03-05,149.6199951171875,143.38999938964844,149.0,148.8800048828125,4040100.0,148.8800048828125
2021-03-08,149.55999755859375,143.77000427246094,147.77000427246094,144.05999755859375,3996300.0,144.05999755859375
2021-03-09,151.11000061035156,148.1699981689453,148.72999572753906,149.42999267578125,5203400.0,149.42999267578125
2021-03-10,151.52000427246094,147.08999633789062,151.3300018310547,147.11000061035156,3137300.0,147.11000061035156
2021-03-11,152.1199951171875,149.99000549316406,150.35000610351562,151.02999877929688,4462100.0,151.02999877929688
2021-03-12,149.8300018310547,147.5500030517578,148.60000610351562,149.5399932861328,3658500.0,149.5399932861328
2021-03-15,151.11000061035156,147.9600067138672,149.6199951171875,151.0,2113200.0,151.0
2021-03-16,154.50999450683594,151.94000244140625,152.33999633789062,153.0800018310547,2324600.0,153.0800018310547
2021-03-17,154.8699951171875,150.07000732421875,150.4199981689453,154.16000366210938,2852800.0,154.16000366210938
2021-03-18,153.27999877929688,149.27999877929688,151.35000610351562,149.4499969482422,3853400.0,149.4499969482422
2021-03-19,153.2100067138672,147.74000549316406,149.39999389648438,151.91000366210938,4624900.0,151.91000366210938
2021-03-22,156.32000732421875,153.22000122070312,153.22000122070312,154.5,3321600.0,154.5
2021-03-23,154.97000122070312,149.6300048828125,154.58999633789062,150.49000549316406,2505200.0,150.49000549316406
2021-03-24,153.97000122070312,150.1999969482422,152.33999633789062,150.44000244140625,2792800.0,150.44000244140625
2021-03-25,150.91000366210938,146.50999450683594,148.44000244140625,149.89999389648438,2725300.0,149.89999389648438
2021-03-26,157.3699951171875,148.0,148.4199981689453,157.11000061035156,3686200.0,157.11000061035156
2021-03-29,156.2100067138672,152.02000427246094,155.02999877929688,153.85000610351562,2779000.0,153.85000610351562
2021-03-30,153.42999267578125,151.5,152.14999389648438,152.61000061035156,2114000.0,152.61000061035156
2021-03-31,156.11000061035156,153.61000061035156,154.22000122070312,155.0800018310547,3457000.0,155.0800018310547
2021-04-01,160.49000549316406,156.8800048828125,157.3800048828125,160.3800048828125,3345800.0,160.3800048828125
2021-04-05,163.89999389648438,160.60000610351562,162.16000366210938,163.49000549316406,2628400.0,163.49000549316406
2021-04-06,163.08999633789062,159.75999450683594,162.3000030517578,161.7100067138672,2422100.0,161.7100067138672
2021-04-07,161.97999572753906,158.6300048828125,161.67999267578125,159.4499969482422,2062700.0,159.4499969482422
2021-04-08,162.22999572753906,159.5,161.6199951171875,162.1199951171875,2599500.0,162.1199951171875
2021-04-09,161.97000122070312,160.1699981689453,160.8000030517578,161.24000549316406,2250400.0,161.24000549316406
2021-04-12,160.88999938964844,158.9600067138672,160.63999938964844,159.72999572753906,2026700.0,159.72999572753906
2021-04-13,160.9499969482422,157.36000061035156,160.5500030517578,159.16000366210938,1704600.0,159.16000366210938
2021-04-14,160.6300048828125,157.64999389648438,157.7100067138672,158.4600067138672,1596400.0,158.4600067138672
2021-04-15,161.32000732421875,158.69000244140625,160.0,160.7100067138672,1816000.0,160.7100067138672
2021-04-16,161.3300018310547,159.13999938964844,160.99000549316406,159.50999450683594,1861900.0,159.50999450683594
2021-04-19,159.0,155.6999969482422,158.47999572753906,156.91000366210938,3405000.0,156.91000366210938
2021-04-20,156.25999450683594,153.57000732421875,154.89999389648438,154.47000122070312,2339700.0,154.47000122070312
2021-04-21,158.33999633789062,154.1199951171875,155.49000549316406,158.2899932861328,2713100.0,158.2899932861328
2021-04-22,158.1300048828125,154.91000366210938,157.27000427246094,155.3699951171875,2487900.0,155.3699951171875
2021-04-23,159.97000122070312,156.11000061035156,156.6999969482422,159.02000427246094,3415500.0,159.02000427246094
2021-04-26,161.89999389648438,158.27000427246094,158.6300048828125,160.63999938964844,2705500.0,160.63999938964844
2021-04-27,161.9199981689453,159.47000122070312,161.33999633789062,159.5500030517578,3232400.0,159.5500030517578
2021-04-28,158.75999450683594,155.0399932861328,158.5,156.05999755859375,3304600.0,156.05999755859375
2021-04-29,158.11000061035156,154.00999450683594,156.5399932861328,158.00999450683594,5833000.0,158.00999450683594
2021-04-30,156.30999755859375,152.57000732421875,155.5399932861328,153.16000366210938,4035000.0,153.16000366210938
2021-05-03,154.17999267578125,150.6999969482422,154.0,151.32000732421875,3265500.0,151.32000732421875
2021-05-04,152.0,148.5500030517578,150.0,151.91000366210938,3849600.0,151.91000366210938
2021-05-05,155.22000122070312,152.3000030517578,153.27999877929688,153.92999267578125,4415400.0,153.92999267578125
2021-05-06,156.47999572753906,152.86000061035156,153.99000549316406,155.4199981689453,4775100.0,155.4199981689453
2021-05-07,158.35000610351562,156.02000427246094,156.6699981689453,157.25999450683594,2706500.0,157.25999450683594
2021-05-10,157.1699981689453,150.75999450683594,156.8300018310547,150.7899932861328,4132300.0,150.7899932861328
2021-05-11,152.08999633789062,147.85000610351562,148.33999633789062,150.83999633789062,4643100.0,150.83999633789062
2021-05-12,149.00999450683594,145.64999389648438,147.39999389648438,146.0500030517578,4733000.0,146.0500030517578
2021-05-13,149.3300018310547,145.6199951171875,147.61000061035156,146.6300048828125,4053200.0,146.6300048828125
2021-05-14,150.77000427246094,146.6300048828125,147.99000549316406,149.61000061035156,4852100.0,149.61000061035156
